stars,user_id,business_id,name,name,stars,review_count,latitude,longitude
4,oS-NxKL3veqoxOtSlWvWAg,Cx0wkl85Xdw9OCQkbXMjzQ,Alena,Sushi Bong,4,93,43.8035,-79.4206
4,y4pmHi9O5H9k9p4g2ghuyQ,Cx0wkl85Xdw9OCQkbXMjzQ,Ea,Sushi Bong,4,93,43.8035,-79.4206
5,NShzKr5PjS_GFQZ8pyLEiA,Cx0wkl85Xdw9OCQkbXMjzQ,Anthony,Sushi Bong,4,93,43.8035,-79.4206
5,Zb67K-yBOqSTwN94xQAOlw,Cx0wkl85Xdw9OCQkbXMjzQ,Jason,Sushi Bong,4,93,43.8035,-79.4206
4,eY6TPklHTeOaQt9F8a_SGQ,Cx0wkl85Xdw9OCQkbXMjzQ,Tracy,Sushi Bong,4,93,43.8035,-79.4206
5,t5nWD3Ya10ntwt3iWx5Kbg,Cx0wkl85Xdw9OCQkbXMjzQ,Patricia,Sushi Bong,4,93,43.8035,-79.4206
5,xhysVvQVs5XkkdXFTbPZNw,Cx0wkl85Xdw9OCQkbXMjzQ,Mark,Sushi Bong,4,93,43.8035,-79.4206
5,dSTRQSeCqMTbs7l8KF_xJg,Cx0wkl85Xdw9OCQkbXMjzQ,Arielle,Sushi Bong,4,93,43.8035,-79.4206
4,aZN0F-hDt67NdnNKlfJwWg,Cx0wkl85Xdw9OCQkbXMjzQ,Tiffany,Sushi Bong,4,93,43.8035,-79.4206
4,FFLDVmktx5kkAANhTR0Szg,Cx0wkl85Xdw9OCQkbXMjzQ,Lily,Sushi Bong,4,93,43.8035,-79.4206
4,SAdffUxscHOEygtbQqREIA,Cx0wkl85Xdw9OCQkbXMjzQ,Katie,Sushi Bong,4,93,43.8035,-79.4206
4,FEg8v92qx3kK4Hu4TF28Fg,Cx0wkl85Xdw9OCQkbXMjzQ,Cynthia,Sushi Bong,4,93,43.8035,-79.4206
5,RskvDCFdIwppV5xOJiXyjQ,Cx0wkl85Xdw9OCQkbXMjzQ,Brian,Sushi Bong,4,93,43.8035,-79.4206
4,Dy1i33QHc4pBIpWZq27OeQ,Cx0wkl85Xdw9OCQkbXMjzQ,Winnie,Sushi Bong,4,93,43.8035,-79.4206
4,K9e97tYiWz7RHInMSu8kjA,Cx0wkl85Xdw9OCQkbXMjzQ,Dorothy,Sushi Bong,4,93,43.8035,-79.4206
4,EQM3punZHzm3WcqdqAmOCw,Cx0wkl85Xdw9OCQkbXMjzQ,Vivian,Sushi Bong,4,93,43.8035,-79.4206
4,rbIXT_ZJBlsJljnm_FIPJg,Cx0wkl85Xdw9OCQkbXMjzQ,Jen,Sushi Bong,4,93,43.8035,-79.4206
4,jcriwcTidug0fK8sgAloHA,Cx0wkl85Xdw9OCQkbXMjzQ,Daina,Sushi Bong,4,93,43.8035,-79.4206
5,AVVEFYHmFUa9oUhy2DIQFA,Cx0wkl85Xdw9OCQkbXMjzQ,Andrea,Sushi Bong,4,93,43.8035,-79.4206
5,5Hi7rFHmqbuM8yfpWfydqw,Cx0wkl85Xdw9OCQkbXMjzQ,Angeline,Sushi Bong,4,93,43.8035,-79.4206
4,e3dtWb_6aL5-afvXM9f7qw,Cx0wkl85Xdw9OCQkbXMjzQ,Yung Min,Sushi Bong,4,93,43.8035,-79.4206
4,2emKfhlaCUzzr1xbI0CM2A,Cx0wkl85Xdw9OCQkbXMjzQ,Tania,Sushi Bong,4,93,43.8035,-79.4206
5,s_SzQvkDfn18Cquma7DndQ,Cx0wkl85Xdw9OCQkbXMjzQ,Nance,Sushi Bong,4,93,43.8035,-79.4206
5,wyxg458Cm4ei4C9WU_fLAA,Cx0wkl85Xdw9OCQkbXMjzQ,Phoebe,Sushi Bong,4,93,43.8035,-79.4206
5,h-Zj9GUJvErqVOw-KPKNng,Cx0wkl85Xdw9OCQkbXMjzQ,Brittany,Sushi Bong,4,93,43.8035,-79.4206
4,IdJQ9fqWUxaUu-kKKzzYFg,Cx0wkl85Xdw9OCQkbXMjzQ,Stephanie,Sushi Bong,4,93,43.8035,-79.4206
4,ZQ0Lpjww3V67NYlb8b9PMQ,5XVabANkehj7oH-Z7YZkwg,Wayne,Alchemy Coffee,4,231,43.8606,-79.312
4,AghKXr53xNvKjh_A5Ur1GQ,5XVabANkehj7oH-Z7YZkwg,Marcie,Alchemy Coffee,4,231,43.8606,-79.312
5,EGpEm6OjSPu3u1olqnPc-w,5XVabANkehj7oH-Z7YZkwg,A.,Alchemy Coffee,4,231,43.8606,-79.312
5,exVoGdv_J1KYwD5CuFO7eg,5XVabANkehj7oH-Z7YZkwg,Leah,Alchemy Coffee,4,231,43.8606,-79.312
4,XrYTMhY9YJvzX2pMepIz7A,5XVabANkehj7oH-Z7YZkwg,Yukie,Alchemy Coffee,4,231,43.8606,-79.312
5,jJk0LKXu9BvL9esbwWqU9Q,5XVabANkehj7oH-Z7YZkwg,Melody,Alchemy Coffee,4,231,43.8606,-79.312
5,xecuSgvqSEQ9Fee_zk6WDw,5XVabANkehj7oH-Z7YZkwg,Tuyet Anh,Alchemy Coffee,4,231,43.8606,-79.312
5,60XCi4FBWhhHgdZjysT7IA,5XVabANkehj7oH-Z7YZkwg,Aisha,Alchemy Coffee,4,231,43.8606,-79.312
5,E46DunxpjNHg5S1KnJI7xw,5XVabANkehj7oH-Z7YZkwg,Rainbow,Alchemy Coffee,4,231,43.8606,-79.312
5,tDfedUfC7n33WBQtkPD5aw,5XVabANkehj7oH-Z7YZkwg,Rachel,Alchemy Coffee,4,231,43.8606,-79.312
5,GMeL4vJXW6ISrF8jiYzBLw,5XVabANkehj7oH-Z7YZkwg,Lorraine,Alchemy Coffee,4,231,43.8606,-79.312
5,Oa3dZfQdeWEC2ZFlrN02qQ,5XVabANkehj7oH-Z7YZkwg,Danny,Alchemy Coffee,4,231,43.8606,-79.312
4,Wgn5YBFdwF-WXS5gLVR63w,5XVabANkehj7oH-Z7YZkwg,Mehgan,Alchemy Coffee,4,231,43.8606,-79.312
4,nEq6pT_DInTr9DLMT4O_Ug,5XVabANkehj7oH-Z7YZkwg,S,Alchemy Coffee,4,231,43.8606,-79.312
5,af9Kv2LW0_unZD3iSo-cQQ,5XVabANkehj7oH-Z7YZkwg,Anonymous,Alchemy Coffee,4,231,43.8606,-79.312
4,B-3m6ivDCqss8pAy1tVF4w,5XVabANkehj7oH-Z7YZkwg,Gary,Alchemy Coffee,4,231,43.8606,-79.312
4,K4IYJQXaldmYhm1YLoVZBA,5XVabANkehj7oH-Z7YZkwg,Benji,Alchemy Coffee,4,231,43.8606,-79.312
4,AsYMm_O4H-mwmWbmeACDHw,5XVabANkehj7oH-Z7YZkwg,Christopher,Alchemy Coffee,4,231,43.8606,-79.312
5,t-0_us3OTzs_ZhKy6fcamg,5XVabANkehj7oH-Z7YZkwg,Dawn,Alchemy Coffee,4,231,43.8606,-79.312
5,JSkMGjX9QICtE2_ju6AU3Q,5XVabANkehj7oH-Z7YZkwg,Rebecca,Alchemy Coffee,4,231,43.8606,-79.312
5,C0YFzG0WPyhdPTFnm1XOyQ,5XVabANkehj7oH-Z7YZkwg,B,Alchemy Coffee,4,231,43.8606,-79.312
4,PGBTEyJKUDzE27rfKyw6QA,5XVabANkehj7oH-Z7YZkwg,Tiffany,Alchemy Coffee,4,231,43.8606,-79.312
5,zFFtlxcQf_JYCg2zcrYXsA,5XVabANkehj7oH-Z7YZkwg,Alice,Alchemy Coffee,4,231,43.8606,-79.312
4,4dMvOFhxoXkhWkis0OtE4g,5XVabANkehj7oH-Z7YZkwg,Kerry,Alchemy Coffee,4,231,43.8606,-79.312
5,4xyYBC5MIe-GfDj6kAdAFw,5XVabANkehj7oH-Z7YZkwg,Ivan,Alchemy Coffee,4,231,43.8606,-79.312
4,bjBfxgArZ_M4VvwpJbUy3g,5XVabANkehj7oH-Z7YZkwg,Mary,Alchemy Coffee,4,231,43.8606,-79.312
4,ZKPCtlsIMjvMxmdskoCVmA,5XVabANkehj7oH-Z7YZkwg,Wesley,Alchemy Coffee,4,231,43.8606,-79.312
4,v-R38AMN2ZZgr_iszlgc_Q,5XVabANkehj7oH-Z7YZkwg,Catherine,Alchemy Coffee,4,231,43.8606,-79.312
4,CP3vEH-SjQFk1z7igp4-3g,5XVabANkehj7oH-Z7YZkwg,Peony,Alchemy Coffee,4,231,43.8606,-79.312
5,D-vYE3HILl7Qk1UhYqZXYQ,5XVabANkehj7oH-Z7YZkwg,Angelica,Alchemy Coffee,4,231,43.8606,-79.312
4,QZzYd0ax8CvKHU1RGQCnUw,5XVabANkehj7oH-Z7YZkwg,Lisa,Alchemy Coffee,4,231,43.8606,-79.312
5,BYgTH9f_RXlo0EU1mmXr9w,5XVabANkehj7oH-Z7YZkwg,Sam,Alchemy Coffee,4,231,43.8606,-79.312
4,8C8Ml7hj1zxyhcChk1TESQ,5XVabANkehj7oH-Z7YZkwg,Danica,Alchemy Coffee,4,231,43.8606,-79.312
4,qk1Va_KNrVhTHvL4zgfTqw,5XVabANkehj7oH-Z7YZkwg,D,Alchemy Coffee,4,231,43.8606,-79.312
4,5zkPavRl6fhLH-iRzGDZmA,5XVabANkehj7oH-Z7YZkwg,Stephanie,Alchemy Coffee,4,231,43.8606,-79.312
5,SV30PQFCbSGuTmVqYLFA9g,5XVabANkehj7oH-Z7YZkwg,Susanna,Alchemy Coffee,4,231,43.8606,-79.312
5,lFbZGuSIHwGi6Wbk97kPhQ,5XVabANkehj7oH-Z7YZkwg,Erick,Alchemy Coffee,4,231,43.8606,-79.312
5,-DPkNlW9tR4qfZpoQW4Vjg,5XVabANkehj7oH-Z7YZkwg,Sherman,Alchemy Coffee,4,231,43.8606,-79.312
5,ohL1RSq-Fa76nIYIX4849w,5XVabANkehj7oH-Z7YZkwg,Ryan,Alchemy Coffee,4,231,43.8606,-79.312
5,4FmOBVmreMPrgOVVIvS4WQ,5XVabANkehj7oH-Z7YZkwg,Henrietta,Alchemy Coffee,4,231,43.8606,-79.312
4,_As_2P_miaPmnUCOgGEf1A,5XVabANkehj7oH-Z7YZkwg,Susanne,Alchemy Coffee,4,231,43.8606,-79.312
4,LoLmkPhGZr-2FlWSUCE-Kg,5XVabANkehj7oH-Z7YZkwg,Aimee,Alchemy Coffee,4,231,43.8606,-79.312
5,yFgEFHCRJC4vfPM6usClhw,5XVabANkehj7oH-Z7YZkwg,Philemon,Alchemy Coffee,4,231,43.8606,-79.312
4,GrYh9b3nwgFZfoEyKTAgjA,5XVabANkehj7oH-Z7YZkwg,Irene,Alchemy Coffee,4,231,43.8606,-79.312
4,E7fB_G3FZrkB4Wx2832qpg,5XVabANkehj7oH-Z7YZkwg,Bowen,Alchemy Coffee,4,231,43.8606,-79.312
4,DBHCFW3mSmmOEpONHVu1rQ,5XVabANkehj7oH-Z7YZkwg,Angel,Alchemy Coffee,4,231,43.8606,-79.312
4,fRVNHAl2RjosC67Y67G3cA,5XVabANkehj7oH-Z7YZkwg,Katie,Alchemy Coffee,4,231,43.8606,-79.312
5,ck1uolVkwJvVVAf6c8ykLA,5XVabANkehj7oH-Z7YZkwg,AiLi,Alchemy Coffee,4,231,43.8606,-79.312
4,2JHPyZ7h4UuxNjSeZgaXDA,5XVabANkehj7oH-Z7YZkwg,Rachel,Alchemy Coffee,4,231,43.8606,-79.312
4,UXpTrzITc0yg08sXftsa-w,5XVabANkehj7oH-Z7YZkwg,Irene,Alchemy Coffee,4,231,43.8606,-79.312
4,0CaDbJNVt0_DA0Tj9PpctA,5XVabANkehj7oH-Z7YZkwg,Alan,Alchemy Coffee,4,231,43.8606,-79.312
5,4vPZc2Jj-eml-msZmNN_cA,5XVabANkehj7oH-Z7YZkwg,Karla,Alchemy Coffee,4,231,43.8606,-79.312
5,_wzNjdsIr9gRvlVjLK3d1A,5XVabANkehj7oH-Z7YZkwg,Janet,Alchemy Coffee,4,231,43.8606,-79.312
4,fqHp0mwJZFNB0LuhDY8ykQ,5XVabANkehj7oH-Z7YZkwg,Jeffrey,Alchemy Coffee,4,231,43.8606,-79.312
4,4hetE9pQKPXesVF4KB2c8A,5XVabANkehj7oH-Z7YZkwg,Jessica,Alchemy Coffee,4,231,43.8606,-79.312
4,WnUDyIE3YWdHcON-i-1MKw,5XVabANkehj7oH-Z7YZkwg,Matthew,Alchemy Coffee,4,231,43.8606,-79.312
4,dmRueUwj0JMTlNZfTj3ZWA,5XVabANkehj7oH-Z7YZkwg,Tara,Alchemy Coffee,4,231,43.8606,-79.312
5,YJRgSRfxNpMbuOKshMAaMw,5XVabANkehj7oH-Z7YZkwg,Celeste,Alchemy Coffee,4,231,43.8606,-79.312
4,qQ4bfJmrfK0iWCZjl8cavQ,5XVabANkehj7oH-Z7YZkwg,Hannah,Alchemy Coffee,4,231,43.8606,-79.312
4,ReA_LiGp7PIBCeEMWzxWoA,5XVabANkehj7oH-Z7YZkwg,Gordon,Alchemy Coffee,4,231,43.8606,-79.312
4,3aSn_ttyRu2pih0aVVMbRQ,5XVabANkehj7oH-Z7YZkwg,Zulfiqar,Alchemy Coffee,4,231,43.8606,-79.312
5,U9dPrN0ipQKG8AAUdgMBTg,5XVabANkehj7oH-Z7YZkwg,Karson,Alchemy Coffee,4,231,43.8606,-79.312
4,ddFBTOTFdPqJjQfj3Vf3Dg,5XVabANkehj7oH-Z7YZkwg,Ashley,Alchemy Coffee,4,231,43.8606,-79.312
4,5ZG9lRMhyLFTFEBtOVu_Hg,5XVabANkehj7oH-Z7YZkwg,Juu,Alchemy Coffee,4,231,43.8606,-79.312
4,2yh5KEvKFvmSiT0Xyap9zQ,5XVabANkehj7oH-Z7YZkwg,Larry,Alchemy Coffee,4,231,43.8606,-79.312
4,zerCuiqoxFarWN1iJYoUoQ,5XVabANkehj7oH-Z7YZkwg,Raymond,Alchemy Coffee,4,231,43.8606,-79.312
5,gXgGceVC4_n9n7c3nO0mdA,5XVabANkehj7oH-Z7YZkwg,Shenice,Alchemy Coffee,4,231,43.8606,-79.312
5,ct24jU2ox_rskPXdI-lvew,5XVabANkehj7oH-Z7YZkwg,Polina,Alchemy Coffee,4,231,43.8606,-79.312
4,7PgtezzFIZD1cibVXkCa3Q,5XVabANkehj7oH-Z7YZkwg,Jennfer,Alchemy Coffee,4,231,43.8606,-79.312
4,bQxs2JWnnXIJU5bkxCovNw,5XVabANkehj7oH-Z7YZkwg,Sarah,Alchemy Coffee,4,231,43.8606,-79.312
4,RH9T3raqe3z49-Qxx2U9xQ,5XVabANkehj7oH-Z7YZkwg,Jessica,Alchemy Coffee,4,231,43.8606,-79.312
4,ay1vHGcKovq8tBeTvqJ38w,5XVabANkehj7oH-Z7YZkwg,Glor,Alchemy Coffee,4,231,43.8606,-79.312
5,1aNGMn-dmsN2UFWgnIgeaQ,5XVabANkehj7oH-Z7YZkwg,Liloo,Alchemy Coffee,4,231,43.8606,-79.312
4,CwA4I4djxC3NOKwZXI8ToA,5XVabANkehj7oH-Z7YZkwg,Nancy,Alchemy Coffee,4,231,43.8606,-79.312
4,oEcMACBDgckJ_NPjlnvymQ,5XVabANkehj7oH-Z7YZkwg,Shirin,Alchemy Coffee,4,231,43.8606,-79.312
4,kIBNWhaRs0wn3uwRkpwjWg,5XVabANkehj7oH-Z7YZkwg,Helen,Alchemy Coffee,4,231,43.8606,-79.312
4,gJm0HnCtVPTj3GKCEGAsIQ,5XVabANkehj7oH-Z7YZkwg,Jonathan,Alchemy Coffee,4,231,43.8606,-79.312
4,SZnJJ98rwllXJiWrMVNvZw,5XVabANkehj7oH-Z7YZkwg,Christopher,Alchemy Coffee,4,231,43.8606,-79.312
4,BP4ZKnXMDkBZ5Z1tBfGHQg,5XVabANkehj7oH-Z7YZkwg,Janice,Alchemy Coffee,4,231,43.8606,-79.312
4,0_iROv6FL4KCveV916IpTA,5XVabANkehj7oH-Z7YZkwg,Rita,Alchemy Coffee,4,231,43.8606,-79.312
4,EyYVD9n7PlYYLTSEQ5t14w,5XVabANkehj7oH-Z7YZkwg,Arlene,Alchemy Coffee,4,231,43.8606,-79.312
5,prjBVqcekgKGvWIdWPp-vg,5XVabANkehj7oH-Z7YZkwg,M,Alchemy Coffee,4,231,43.8606,-79.312
5,ZpUI9ze0YlA6nMSHwx3ZYQ,5XVabANkehj7oH-Z7YZkwg,Derek,Alchemy Coffee,4,231,43.8606,-79.312
4,Vqp0dpug9Db-kFHO3PkAaQ,5XVabANkehj7oH-Z7YZkwg,Dilys,Alchemy Coffee,4,231,43.8606,-79.312
4,NzlqN1Ca9SW5z780thoiAg,5XVabANkehj7oH-Z7YZkwg,Mel,Alchemy Coffee,4,231,43.8606,-79.312
4,Fou1ML17xsIL3nH4e3hmEA,5XVabANkehj7oH-Z7YZkwg,Lambert,Alchemy Coffee,4,231,43.8606,-79.312
5,XosvgWAFyZMRHLfmQ1NFVg,5XVabANkehj7oH-Z7YZkwg,Priscilla,Alchemy Coffee,4,231,43.8606,-79.312
5,YyQBQapQATnJyBruWo2jxg,5XVabANkehj7oH-Z7YZkwg,Ishtan,Alchemy Coffee,4,231,43.8606,-79.312
4,wdeWt5VqTW26PAeQsVg73g,5XVabANkehj7oH-Z7YZkwg,Ada,Alchemy Coffee,4,231,43.8606,-79.312
4,iSsO5_TPO6Ho9WuvvKtPMA,5XVabANkehj7oH-Z7YZkwg,Michael,Alchemy Coffee,4,231,43.8606,-79.312
5,KBh4r16e9Grc1HI9pG4wTg,5XVabANkehj7oH-Z7YZkwg,Rainie,Alchemy Coffee,4,231,43.8606,-79.312
4,9YxdgsNhMlBavq8uQxA_dA,5XVabANkehj7oH-Z7YZkwg,Aalia,Alchemy Coffee,4,231,43.8606,-79.312
5,i_KyjcFgohfKjOPa0nVtsQ,5XVabANkehj7oH-Z7YZkwg,Shee,Alchemy Coffee,4,231,43.8606,-79.312
4,1r0LMPLUiZwjSv4vpI3xKA,5XVabANkehj7oH-Z7YZkwg,Karen,Alchemy Coffee,4,231,43.8606,-79.312
5,_6qs_NfJKVM_f9t9_ZlJvQ,5XVabANkehj7oH-Z7YZkwg,John,Alchemy Coffee,4,231,43.8606,-79.312
4,wMVTW4WEPnjyawLpXrmU6A,5XVabANkehj7oH-Z7YZkwg,Karson,Alchemy Coffee,4,231,43.8606,-79.312
4,0gtEsazPeHr5rj2IAsZePg,5XVabANkehj7oH-Z7YZkwg,Jacqui,Alchemy Coffee,4,231,43.8606,-79.312
4,ZoNEuIMtwJ4BFTG5zs7aqQ,5XVabANkehj7oH-Z7YZkwg,Amy,Alchemy Coffee,4,231,43.8606,-79.312
4,6M-818lzTozZomJDYwdmbQ,5XVabANkehj7oH-Z7YZkwg,Shixin,Alchemy Coffee,4,231,43.8606,-79.312
5,3SwdHM0APCWpC2OUa9Jv2g,5XVabANkehj7oH-Z7YZkwg,Alex,Alchemy Coffee,4,231,43.8606,-79.312
4,7KlKHdsrKVwPAWuFJYXpwQ,5XVabANkehj7oH-Z7YZkwg,Matt,Alchemy Coffee,4,231,43.8606,-79.312
4,QfgsbD0DLtKjDmZkCPct3w,5XVabANkehj7oH-Z7YZkwg,Jessica,Alchemy Coffee,4,231,43.8606,-79.312
5,4DqsftnLlMydDjpfF7GIrw,5XVabANkehj7oH-Z7YZkwg,Nicky D,Alchemy Coffee,4,231,43.8606,-79.312
4,WeVkkF5L39888IPPlRhNpg,5XVabANkehj7oH-Z7YZkwg,Kris,Alchemy Coffee,4,231,43.8606,-79.312
5,eq-v5MakghNVc247WDBiwg,5XVabANkehj7oH-Z7YZkwg,Vivian,Alchemy Coffee,4,231,43.8606,-79.312
4,HQv6KTei93WDgfYoqv0qAA,5XVabANkehj7oH-Z7YZkwg,Noel,Alchemy Coffee,4,231,43.8606,-79.312
4,zrnrTczWS4XBGPvrVbhDJg,5XVabANkehj7oH-Z7YZkwg,Mi,Alchemy Coffee,4,231,43.8606,-79.312
4,yfhchNS9zMnnIGYnRC218g,5XVabANkehj7oH-Z7YZkwg,Paola,Alchemy Coffee,4,231,43.8606,-79.312
4,74s3USMNynU22ht9-tWOuw,5XVabANkehj7oH-Z7YZkwg,Richard,Alchemy Coffee,4,231,43.8606,-79.312
4,okUbrVIskW_Ifb1MiS3SgA,5XVabANkehj7oH-Z7YZkwg,Adam,Alchemy Coffee,4,231,43.8606,-79.312
4,K86nuyuxpmPl_t2V-H6syg,5XVabANkehj7oH-Z7YZkwg,Michael,Alchemy Coffee,4,231,43.8606,-79.312
4,ssVQ727EuiiY0CVsyPrkIQ,5XVabANkehj7oH-Z7YZkwg,TE,Alchemy Coffee,4,231,43.8606,-79.312
4,9asjf21ca00DlqFodks_DA,5XVabANkehj7oH-Z7YZkwg,Liv,Alchemy Coffee,4,231,43.8606,-79.312
4,LB5ViGU59ww2XRCx803t0w,5XVabANkehj7oH-Z7YZkwg,Shahin,Alchemy Coffee,4,231,43.8606,-79.312
4,Ylw1l9OqrzZEiltcEJly9Q,5XVabANkehj7oH-Z7YZkwg,Patricia,Alchemy Coffee,4,231,43.8606,-79.312
